rumi	jawi
tercelomok	ترچلوموق
celomor	چلومور
celonet	چلونيت
celopar	چلوڤر
keceloparan	کچلوڤرن
celopong	چلوڤوڠ
celopor	چلوڤور
celorang	چلورڠ
celoreng	چلوريڠ
berceloreng	برچلوريڠ
celorong-celoreng	چلوروڠ-چلوريڠ
celorot	چلوروت
celotak	چلوتق
celoteh	چلوتيه
berceloteh	برچلوتيه
celoteng	چلوتيڠ
celsius	سيلسيوس
celuk	چلوق
menceluk	منچلوق
celuluh	چلولوه
celulur	چلولور
celulus	چلولوس
celulut	چلولوت
celumang	چلومڠ
celum-celam	چلوم-چلم
celumis	چلوميس
celumu	چلومو
celumur	چلومور
celumut	چلوموت
celung	چلوڠ
mencelung	منچلوڠ
mencelungkan	منچلوڠکن
celung-celang	چلوڠ-چلڠ
celungap	چلوڠڤ
celuntang	چلونتڠ
celup	چلوڤ
bercelup	برچلوڤ
celupan	چلوڤن
celup-celup	چلوڤ٢
dicelup	دچلوڤ
dicelupkan	دچلوڤکن
mencelup	منچلوڤ
mencelupkan	منچلوڤکن
pencelup	ڤنچلوڤ
pencelupan	ڤنچلوڤن
tercelup	ترچلوڤ
celupak	چلوڤق
celupar	چلوڤر
celupas	چلوڤس
celur	چلور
bercelur	برچلور
celuran	چلورن
dicelur	دچلور
mencelur	منچلور
mencelurkan	منچلورکن
penceluran	ڤنچلورن
tercelur	ترچلور
celurut	چلوروت
celus	چلوس
mencelus	منچلوس
tercelus	ترچلوس
celus-celas	چلوس-چلس
celut	چلوت
celutai	چلوتاي
celutak	چلوتق
celutuk	چلوتوق
celutung	چلوتوڠ
cema	چيما
mencema	منچيما
tercema	ترچيما
cemabai	چماباي
bercemabai	برچماباي
cemahang	چماهڠ
cemai	چماي
cemak	چمق
cemala	چمالا
cemamai	چماماي
bercemamai	برچماماي
cemamar	چمامر
cemamping	چممڤيڠ
cemangan	چماڠن
cemangi	چماڠي
cemangkih	چمڠکيه
cemani	چماني
cemantung	چمنتوڠ
cemar	چمر
bercemar	برچمر
dicemari	دچمري
kecemaran	کچمرن
mencemar	منچمر
mencemari	منچمري
mencemarkan	منچمرکن
pencemar	ڤنچمر
pencemaran	ڤنچمرن
tercemar	ترچمر
cemara	چمارا
cemarak	چمارق
cemarang	چمارڠ
cemas	چمس
bercemas	برچمس
cemas-cemas	چمس٢
dicemaskan	دچمسکن
kecemasan	کچمسن
mencemaskan	منچمسکن
pencemas	ڤنچمس
tercemas	ترچمس
cemat	چمت
mencemat	منچمت
cemati	چماتي
cematung	چماتوڠ
cemau	چماو
cembang	چمبڠ
cembelang	چمبلڠ
cembeng	چيمبيڠ
cembu	چمبو
cembuku	چمبوکو
cembul	چمبول
cembung	چمبوڠ
cemburu	چمبورو
bercemburu	برچمبورو
bercemburuan	برچمبوروان
cemburuan	چمبوروان
dicemburui	دچمبوروءي
kecemburuan	کچمبوروان
mencemburui	منچمبوروءي
mencemburukan	منچمبوروکن
pencemburu	ڤنچمبورو
cemburut	چمبوروت
cemcili	چمچيلي
cemeeh	چميئيه
mencemeehkan	منچميئيهکن
cemeh	چيميه
cemek	چيميق
cemeki	چمکي
cemekian	چمکيان
cememar	چيميمر
cememar	چميمر
cememar	چممر
cememis	چميميس
cememot	چميموت
cemendari	چمنداري
cemengkian	چمڠکيان
cemeni	چمني
cemer	چيمير
cemerkap	چمرکڤ
kecemerkapan	کچمرکڤن
cemerlang	چمرلڠ
kecemerlangan	کچمرلڠن
mencemerlangkan	منچمرلڠکن
cemerling	چمرليڠ
cemeti	چمتي
mencemeti	منچمتي
cemetuk	چمتوق
bercemetuk	برچمتوق
cemidu	چميدو
bercemidu	برچميدو
cemiduk	چميدوق
cemik	چميق
cemikan	چميقن
mencemik	منچميق
mencemikkan	منچميقکن
cemocok	چموچوق
cemomot	چموموت
cemong	چيموڠ
cemongkah-cemangkih	چموڠکه-چمڠکيه
cempa	چمڤا
cempadang	چمڤادڠ
cempaga	چمڤاݢ
cempak	چمڤق
cempaka	چمڤاک
cempala	چمڤالا
cempana	چمڤان
cempas	چمڤس
cempaung	چمڤاءوڠ
cempaya	چمڤاي
cempedak	چمڤدق
cempek	چيمڤيق
cempelak	چمڤلق
cempelang	چمڤلڠ
cempelik	چمڤليق
cempelu	چمڤلو
cempelung	چمڤلوڠ
kecempelung	کچمڤلوڠ
mencempelung	منچمڤلوڠ
mencempelungkan	منچمڤلوڠکن
cempenai	چمڤناي
cempeng	چيمڤيڠ
cempening	چمڤنيڠ
cempera	چمڤرا
bercempera	برچمڤرا
cemperai	چمڤراي
cemperas	چمڤرس
cemperdik	چمڤرديق
cemperingat	چمڤريڠت
cemperling	چمڤرليڠ
cempiang	چمڤياڠ
cemping	چمڤيڠ
cempiras	چمڤيرس
cempo	چمڤو
cempoa	چمڤوا
cempuling	چمڤوليڠ
cempung	چمڤوڠ
dicempung	دچمڤوڠ
mencempung	منچمڤوڠ
mencempungi	منچمڤوڠي
mencempungkan	منچمڤوڠکن
cempunit	چمڤونيت
cempurit	چمڤوريت
cempurna	چمڤورنا
cemuas	چمواس
cemucup	چموچوڤ
cemuh	چموه
cemuhan	چموهن
cemuh-mencemuh	چموه-منچموه
dicemuh	دچموه
mencemuh	منچموه
mencemuhkan	منچموهکن
cemuk	چموق
mencemuk	منچموق
cemumu	چمومو
cemuncup	چمونچوڤ
cemuris	چموريس
cemus	چموس
cena	چنا
cena	چينا
kecenaan	کچيناءن
cenaguri	چناݢوري
cenak	چنق
cenaka	چناک
cenaku	چناکو
cenama	چنام
cenana	چنان
cenangau	چناڠاو
cenangga	چنڠݢ
cenangkas	چنڠکس
cenantan	چننتن
cenatur	چناتور
cenayang	چنايڠ
cencada	چنچادا
cencadak	چنچادق
cencadu	چنچادو
cencala	چنچالا
cencaluk	چنچالوق
cencamar	چنچامر
cencang	چنچڠ
bercencang	برچنچڠ
cencangan	چنچڠن
dicencang	دچنچڠ
mencencang	منچنچڠ
pencencang	ڤنچنچڠ
tercencang	ترچنچڠ
cencaru	چنچارو
cencawan	چنچاون
cencawi	چنچاوي
cencen	چينچين
cenceng	چينچيڠ
mencenceng	منچينچيڠ
cencilai	چنچيلاي
cencodak	چنچودق
cencorot	چنچوروت
cencurut	چنچوروت
cenda	چندا
cendaku	چنداکو
cendala	چندالا
cendana	چندان
cendanau	چنداناو
cendang	چندڠ
cendangan	چنداڠن
cendar	چندر
cendara	چندارا
cendarah	چنداره
cendarahan	چندارهن
cendarik	چنداريق
cendarung	چنداروڠ
cendarusa	چنداروسا
cendawan	چنداون
bercendawan	برچنداون
cendayam	چندايم
cendayan	چنداين
cendekel	چنديکيل
cendeker	چنديکير
cendekia	چندکيا
kecendekiaan	کچندکياءن
cendekiawan	چندکياون
kecendekiawanan	کچندکياونن
cendera	چندرا
cenderadimuka	چندراديموک
cenderadurja	چندرادورجا
cenderahati	چندراهاتي
cenderai	چندراي
cenderamata	چندرامات
cenderamulia	چندراموليا
cenderasa	چندراس
cenderasari	چندراساري
cenderasuri	چندراسوري
cenderawangsa	چندراوڠسا
cenderawangsih	چندراوڠسيه
cenderawasa	چندراواس
cenderawasih	چندراواسيه
cenderawati	چندراواتي
cendermata	چندرمات
cenderu	چندرو
cenderuh	چندروه
cenderung	چندروڠ
bercenderungan	برچندروڠن
berkecenderungan	برکچندروڠن
kecenderungan	کچندروڠن
mencenderungkan	منچندروڠکن
cenderus	چندروس
cendol	چيندول
cendorong	چندوروڠ
cenduai	چندواي
bercenduai	برچندواي
cenduk	چندوق
cendul	چندول
cendur	چندور
cenduri	چندوري
cenduru	چندورو
cenekah	چنکه
ceneker	چنيکير
cenela	چنيلا
cenengah	چنڠه
cenerah	چنره
cenerai	چنراي
cenerul	چنرول
bercenerul	برچنرول
ceng	چيڠ
cengal	چڠل
cengam	چڠم
mencengam	منچڠم
cenganau	چڠاناو
cengang	چڠڠ
bercengang	برچڠڠ
bersicengang	برسيچڠڠ
mencengangkan	منچڠڠکن
mentercengangkan	منترچڠڠکن
tercengang	ترچڠڠ
tercengang-cengang	ترچڠڠ-چڠڠ
cengap	چڠڤ
mencengap	منچڠڤ
cengcang	چڠچڠ
cengceng	چيڠچيڠ
cengcong	چيڠچوڠ
cenge	چڠي
cengek	چڠيق
cengeng	چيڠيڠ
cenggalung	چڠݢالوڠ
cenggang	چڠݢڠ
bercenggang	برچڠݢڠ
cenggeh	چيڠݢيه
cenggek	چيڠݢيق
cenggeret	چڠݢيريت
cenggih	چڠݢيه
cenggong	چيڠ-ݢ-وڠ
bercenggong	برچيڠݢوڠ
cengi	چڠي
cengih	چڠيه
cengil	چڠيل
cengis	چڠيس
cengis-cengis	چڠيس٢
mencengis-cengis	منچڠيس-چڠيس
cengkadak	چڠکادق
cengkadu	چڠکادو
cengkaduk	چڠکادوق
cengkal	چڠکل
cengkala	چڠکالا
cengkalak	چڠکالق
cengkam	چڠکم
cengkaman	چڠکمن
dicengkam	دچڠکم
mencengkam	منچڠکم
mencengkamkan	منچڠکمکن
pencengkam	ڤنچڠکم
pencengkaman	ڤنچڠکمن
cengkang	چڠکڠ
cengkaruk	چڠکاروق
cengkarung	چڠکاروڠ
cengkarus	چڠکاروس
cengkau	چڠکاو
cengkau	چيڠکاو
mencengkau	منچڠکاو
cengkedi	چڠکدي
cengkeh	چيڠکيه
cengkek	چيڠکيق
cengkeleng	چڠکيليڠ
cengkela	چڠکلا
cengkelat	چڠکلت
cengkeling	چڠکليڠ
cengkelong	چڠکلوڠ
mencengkelong	منچڠکلوڠ
cengkenik	چڠکنيق
cengkening	چڠکنيڠ
cengkenit	چڠکنيت
cengkera	چڠکرا
cengkeram	چڠکرم
bercengkeram	برچڠکرم
cengkeraman	چڠکرمن
mencengkeram	منچڠکرم
mencengkeramkan	منچڠکرمکن
cengkerama	چڠکراما
bercengkerama	برچڠکراما
cengkeran	چڠکرن
cengkerawak	چڠکراوق
cengkerawang	چڠکراوڠ
cengkerik	چڠکريق
cengkering	چڠکريڠ
cengkerit	چڠکريت
cengkeru	چڠکرو
cengkerung	چڠکروڠ
cengki	چڠکي
cengki	چيڠکي
cengkiak	چڠکياق
cengkian	چڠکيان
cengkih	چڠکيه
cengking	چڠکيڠ
cengkir	چڠکير
cengkok	چيڠکوق
cengkok-beledok	چيڠکوق-بليدوق
cengkol	چيڠکول
cengkolong	چڠکولوڠ
cengkong	چيڠکوڠ
cengku	چڠکو
cengkuai	چڠکواي
cengkuak	چڠکواق
cengkuang	چڠکواڠ
cengkuari	چڠکواري
cengkuas	چڠکواس
mencengkuas	منچڠکواس
cengkuk	چڠکوق
cengkung	چڠکوڠ
cengkung-cengking	چڠکوڠ-چڠکيڠ
cengkung-mengkung	چڠکوڠ-مڠکوڠ
cengkur	چڠکور
cengkurai	چڠکوراي
cengkut	چڠکوت
cengkuyung	چڠکويوڠ
cengli	چيڠلي
cenggung	چڠݢ-وڠ
tercenggung	ترچڠݢوڠ
cengung	چڠوڠ
cengut	چڠوت
mencengut	منچڠوت
tercengut	ترچڠوت
ceniaga	چنياݢ
cenicah	چنيچه
cening	چنيڠ
cenohom	چنوهوم
cenok	چينوق
cenokek	چنوکيق
cenonok	چنونوق
cenonot	چنونوت
cenoram	چنورم
centadu	چنتادو
centaka	چنتاک
centang	چينتڠ
mencentang	منچينتڠ
centang-perenang	چينتڠ-ڤرينڠ
centas	چنتس
centawan	چنتاون
centayu	چنتايو
centeng	چينتيڠ
centet	چنتيت
centigi	چنتيݢي
centil	چنتيل
centong	چينتوڠ
mencentong	منچينتوڠ
centum	چنتوم
centung	چنتوڠ
cenua	چنوا
cenuai	چنواي
cenuk	چنوق
cenung	چنوڠ
tercenung	ترچنوڠ
tercenung-cenung	ترچنوڠ-چنوڠ
cenuram	چنورم
ceongsam	چيوڠسم
berceongsam	برچيوڠسم
cepah	چڤه
cepak	چڤق
mencepak	منچڤق
mencepak-cepak	منچڤق-چڤق
cepat	چڤت
bercepat-cepat	برچڤت-چڤت
bersecepat	برسچڤت
bersicepat	برسيچڤت
cepatan	چڤتن
cepat-cepat	چڤت٢
dicepatkan	دچڤتکن
dipercepat	دڤرچڤت
kecepatan	کچڤتن
mempercepat	ممڤرچڤت
mencepat	منچڤت
mencepatkan	منچڤتکن
pencepat	ڤنچڤت
pencepatan	ڤنچڤتن
percepatan	ڤرچڤتن
secepat	سچڤت
tercepat	ترچڤت
cepatu	چڤاتو
cepau	چڤاو
cepedak	چڤدق
cepeh	چيڤيه
cepeluk	چڤلوق
cepeng	چيڤيڠ
ceper	چيڤير
berceper	برچيڤير
ceperas	چڤرس
ceperdik	چڤرديق
ceperling	چڤرليڠ
ceperuk	چڤروق
ceperup	چڤروڤ
cepiau	چڤياو
cepik	چڤيق
cepit	چڤيت
ceplok	چڤلوق
cepoh	چيڤوه
cepol	چڤول
mencepol	منچڤول
cepu	چڤو
cepua	چڤوا
cepuah	چڤواه
cepuas	چڤواس
cepuh	چڤوه
mencepuh	منچڤوه
cepuk	چڤوق
mencepuk	منچڤوق
mencepuk-cepuk	منچڤوق-چڤوق
cepulan	چڤولن
cepumas	چڤومس
cepuri	چڤوري
cera	چرا
cerabah	چرابه
cerabai	چراباي
cerabih	چرابيه
mencerabih	منچرابيه
ceracah	چراچه
ceracak	چراچق
berceracakan	برچراچقن
menceracak	منچراچق
ceracam	چراچم
menceracam	منچراچم
ceracang	چراچڠ
ceracap	چراچڤ
ceracat	چراچت
ceracau	چراچاو
menceracau	منچراچاو
penceracau	ڤنچراچاو
ceraco	چراچو
ceracuh	چراچوه
cerah	چره
dicerahkan	دچرهکن
kecerahan	کچرهن
mencerahkan	منچرهکن
pencerah	ڤنچره
pencerahan	ڤنچرهن
cerai	چراي
bercerai	برچراي
bercerai-cerai	برچراي-چراي
bercerai-ceraian	برچراي-چراين
ceraian	چراين
diceraikan	دچرايکن
menceraikan	منچرايکن
memperceraikan	ممڤرچرايکن
penceraian	ڤنچراين
perceraian	ڤرچراين
tercerai	ترچراي
cerai-berai	چراي-براي
bercerai-berai	برچراي-براي
dicerai-beraikan	دچراي-برايکن
mencerai-beraikan	منچراي-برايکن
ceraka	چراک
cerakan	چراکن
cerakin	چراکين
cerakinan	چراکينن
dicerakini	دچراکيني
mencerakin	منچراکين
mencerakinkan	منچراکينکن
pencerakinan	ڤنچراکينن
ceramah	چرامه
berceramah	برچرامه
diceramahkan	دچرامهکن
menceramahkan	منچرامهکن
penceramah	ڤنچرامه
cerana	چران
cerancang	چرنچڠ
bercerancang	برچرنچڠ
bercerancangan	برچرنچڠن
cerang	چرڠ
cerangga	چرڠݢ
ceranggah	چرڠݢه
berceranggah	برچرڠݢه
cerangin	چراڠين
ceranguk	چراڠوق
berceranguk	برچراڠوق
cerani	چراني
cerap	چرڤ
cerapan	چرڤن
mencerap	منچرڤ
pencerapan	ڤنچرڤن
tercerap	ترچرڤ
cerapang	چراڤڠ
cerapu	چراڤو
cerapung	چراڤوڠ
cerar	چرر
ceras	چرس
cerat	چرت
ceratan	چرتن
mencerat	منچرت
ceratai	چراتاي
mempercerataikan	ممڤرچراتايکن
ceratuk	چراتوق
berceratuk	برچراتوق
berceratukan	برچراتوقن
menceratuk	منچراتوق
cerau	چراو
bercerau-cerau	برچراو-چراو
cerawat	چراوت
cerbak	چربق
cerbi	چربي
cerbis	چربيس
cerca	چرچا
cercaan	چرچاءن
dicerca	دچرچا
kecercaan	کچرچاءن
mencerca	منچرچا
mencercai	منچرچاءي
pencercaan	ڤنچرچاءن
cercah	چرچه
cercak	چرچق
cercap	چرچڤ
mencercap	منچرڤ
cercup	چرچوڤ
cerdas	چردس
kecerdasan	کچردسن
mencerdaskan	منچردسکن
pencerdasan	ڤنچردسن
cerdik	چرديق
kecerdikan	کچرديقن
mencerdikkan	منچرديقکن
cere	چري
cerebi	چربي
cerecek	چريچيق
cerek	چيريق
cereka	چريک
dicerekakan	دچريکاکن
mencerekakan	منچريکاکن
pencerekaan	ڤنچريکاءن
cerekarama	چريکاراما
cerelis	چرليس
cerengkan	چرڠکن
ceret	چيريت
ceretek	چرتق
berceretek	برچرتق
cerewet	چريويت
kecerewetan	کچريويتن
mencereweti	منچريويتي
cergas	چرݢس
dicergaskan	دچرݢسکن
kecergasan	کچرݢسن
mencergaskan	منچرݢسکن
ceri	چري
ceri	چيري
ceria	چريا
keceriaan	کچرياءن
menceria	منچريا
menceriakan	منچرياکن
penceriaan	ڤنچرياءن
cericap	چريچڤ
ceridau	چريداو
berceridau	برچريداو
berceridauan	برچريداوان
ceridauan	چريداوان
ceridawan	چريداون
ceriga	چريݢ
cerih	چريه
cering	چريڠ
cering-cering	چريڠ٢
cerit	چريت
mencerit	منچريت
cerita	چريتا
bercerita	برچريتا
ceritaan	چريتاءن
diceritakan	دچريتاکن
menceritai	منچريتاءي
menceritakan	منچريتاکن
pencerita	ڤنچريتا
penceritaan	ڤنچريتاءن
ceritera	چريترا
ceriwit	چريويت
cerkas	چرکس
cerkau	چرکاو
cerlang	چرلڠ
kecerlangan	کچرلڠن
mencerlang	منچرلڠ
cerlih	چرليه
cerling	چرليڠ
mencerling	منچرليڠ
cerlok	چرلوق
cerlung	چرلوڠ
mencerlung	منچرلوڠ
cermai	چرماي
cermak	چرمق
cermat	چرمت
bercermat	برچرمت
kecermatan	کچرمتن
mencermati	منچرمتي
mencermatkan	منچرمتکن
cermela	چرملا
cermi	چرمي
cermin	چرمين
bercermin	برچرمين
cerminan	چرمينن
mempercerminkan	ممڤرچرمينکن
mempercermin	ممڤرچرمين
mencermini	منچرميني
mencerminkan	منچرمينکن
pencerminan	ڤنچرمينن
percerminan	ڤرچرمينن
tercermin	ترچرمين
cerna	چرنا
dicerna	دچرنا
dicernakan	دچرناکن
ketercernaan	کترچرناءن
mencerna	منچرنا
mencernakan	منچرناکن
pencernaan	ڤنچرناءن
tercerna	ترچرنا
ceroboh	چروبوه
ceroboh-mencerobohi	چروبوه-منچروبوهي
diceroboh	دچروبوه
dicerobohi	دچروبوهي
kecerobohan	کچروبوهن
menceroboh	منچروبوه
mencerobohi	منچروبوهي
penceroboh	ڤنچروبوه
pencerobohan	ڤنچروبوهن
cerobong	چروبوڠ
cerocok	چروچوق
ceroma	چروما
cerompong	چرومڤوڠ
ceronggah	چروڠݢه
ceronggok	چروڠݢوق
berceronggok	برچروڠݢوق
cerongkah	چروڠکه
cerongkah-cerongkeh	چروڠکه-چروڠکيه
ceropong	چروڤوڠ
cerorot	چروروت
cerotok	چروتوق
cerpa	چرڤا
cerpelai	چرڤلاي
cerpen	چرڤين
bercerpen	برچرڤين
mencerpenkan	منچرڤينکن
pencerpenan	ڤنچرڤينن
cerpenis	چرڤينيس
cerpu	چرڤو
cerpuh	چرڤوه
ceru	چرو
cerua	چروا
cerubah	چروبه
cerucah	چروچه
cerucuh	چروچوه
cerucuk	چروچوق
dicerucuk	دچروچوق
mencerucuk	منچروچوق
cerucup	چروچوڤ
mencerucup	منچروچوڤ
ceruh	چروه
menceruh	منچروه
ceruk	چروق
ceruk-menceruk	چروق-منچروق
menceruk	منچروق
terceruk	ترچروق
cerul	چرول
cerun	چرون
bercerun	برچرون
kecerunan	کچرونن
ceruncup	چرونچوڤ
cerung-cerang	چروڠ-چرڠ
cerunyas	چروڽس
cerup	چروڤ
mencerup	منچروڤ
cerurut	چروروت
cerut	چروت
cerutan	چروتن
dicerut	دچروت
mencerut	منچروت
pencerut	ڤنچروت
pencerutan	ڤنچروتن
cerutu	چروتو
cet	چيت
cetai	چتاي
bercetai-cetai	برچتاي-چتاي
mencetai-cetai	منچتاي-چتاي
cetak	چيتق
bercetak	برچيتق
cetakan	چيتقن
dicetak	دچيتق
mencetak	منچيتق
mencetakkan	منچيتقکن
pencetak	ڤنچيتق
pencetakan	ڤنچيتقن
percetakan	ڤرچيتقن
tercetak	ترچيتق
cetar	چتر
cetar-cetir	چتر-چتير
cetas	چتس
cetek	چيتيق
kecetekan	کچيتيقن
mencetekkan	منچيتيقکن
ceteng	چيتيڠ
menceteng	منچيتيڠ
cetera	چترا
menceterakan	منچتراکن
ceterawara	چتراوارا
ceteraya	چتراي
ceteri	چتري
ceteria	چتريا
ceterisparibus	سيتريسڤاريبوس
ceti	چيتي
menceti	منچيتي
cetok	چيتوق
mencetok	منچيتوق
cetum	چتوم
mencetum	منچتوم
cetus	چتوس
cetusan	چتوسن
dicetuskan	دچتوسکن
mencetus	منچتوس
mencetuskan	منچتوسکن
pencetus	ڤنچتوس
pencetusan	ڤنچتوسن
tercetus	ترچتوس
cewang	چيواڠ
cewe	چيوي
ceweh	چيويه
cewek	چيويق
cewi	چيوي
champagne	شيمڤين
chef	شيف
ci	چي
cia	چيا
ciabit	چيابيت
ciah	چياه
ciah-ciah	چياه٢
ciak	چياق
ciak-ciap	چياق-چياڤ
ciak-miak	چياق-مياق
ciang	چياڠ
ciap	چياڤ
ciap-ciap	چياڤ٢
ciap-miap	چياڤ-مياڤ
menciap	منچياڤ
menciap-ciap	منچياڤ-چياڤ
ciapit	چياڤيت
ciar	چيار
menciar-ciar	منچيار-چيار
terciar-ciar	ترچيار-چيار
ciarik	چياريق
cias	چياس
ciau	چياو
menciau	منچياو
terciau	ترچياو
cicah	چيچه
cicak	چيچق
cici	چيچي
cicih	چيچيه
cicik	چيچيق
mencicik	منچيچيق
cicil	چيچيل
cicilan	چيچيلن
mencicil	منچيچيل
pencicilan	ڤنچيچيلن
cicinda	چيچيندا
cicip	چيچيڤ
dicicipi	دچيچيڤي
mencicip	منچيچيڤ
mencicipi	منچيچيڤي
